{R/}	U+0154	Ŕ	LATIN CAPITAL LETTER R WITH ACUTE
{RO}	U+03A1	Ρ	GREEK CAPITAL LETTER RHO
{Rv}	U+0158	Ř	LATIN CAPITAL LETTER R WITH CARON
{SIGMA}	U+03A3	Σ	GREEK CAPITAL LETTER SIGMA
{S^}	U+015C	Ŝ	LATIN CAPITAL LETTER S WITH CIRCUMFLEX
{T  -}	U+0166	Ŧ	LATIN CAPITAL LETTER T WITH STROKE
{TAU}	U+03A4	Τ	GREEK CAPITAL LETTER TAU
{THETA}	U+0398	Θ	GREEK CAPITAL LETTER THETA
{THORN}	U+00DE	Þ	LATIN CAPITAL LETTER THORN
{Tv}	U+0164	Ť	LATIN CAPITAL LETTER T WITH CARON
{U %,}	U+0172	Ų	LATIN CAPITAL LETTER U WITH OGONEK
{U .}	U+1EE4	Ụ	LATIN CAPITAL LETTER U WITH DOT BELOW
{U,}	U+01AF	Ư	LATIN CAPITAL LETTER U WITH HORN
{U-}	U+016A	Ū	LATIN CAPITAL LETTER U WITH MACRON
{U//}	U+0170	Ű	LATIN CAPITAL LETTER U WITH DOUBLE ACUTE
{U\}	U+00D9	Ù	LATIN CAPITAL LETTER U WITH GRAVE
{U^}	U+00DB	Û	LATIN CAPITAL LETTER U WITH CIRCUMFLEX
{Uo}	U+016E	Ů	LATIN CAPITAL LETTER U WITH RING ABOVE
{Uv}	U+01D3	Ǔ	LATIN CAPITAL LETTER U WITH CARON
{U~}	U+0168	Ũ	LATIN CAPITAL LETTER U WITH TILDE
{W/}	U+1E82	Ẃ	LATIN CAPITAL LETTER W WITH ACUTE
{W:}	U+1E84	Ẅ	LATIN CAPITAL LETTER W WITH DIAERESIS
{W\}	U+1E80	Ẁ	LATIN CAPITAL LETTER W WITH GRAVE
{W^}	U+0174	Ŵ	LATIN CAPITAL LETTER W WITH CIRCUMFLEX
{Y .}	U+1EF4	Ỵ	LATIN CAPITAL LETTER Y WITH DOT BELOW
{Y/}	U+00DD	Ý	LATIN CAPITAL LETTER Y WITH ACUTE
{Y:}	U+0178	Ÿ	LATIN CAPITAL LETTER Y WITH DIAERESIS
{Y\}	U+1EF2	Ỳ	LATIN CAPITAL LETTER Y WITH GRAVE
{Y^}	U+0176	Ŷ	LATIN CAPITAL LETTER Y WITH CIRCUMFLEX
{Y~}	U+1EF8	Ỹ	LATIN CAPITAL LETTER Y WITH TILDE
{^|v}	U+2195	↕	UP DOWN ARROW
{^|}	U+2191	↑	UPWARDS ARROW
{a .}	U+1EA1	ạ	LATIN SMALL LETTER A WITH DOT BELOW
{ae/}	U+01FD	ǽ	LATIN SMALL LETTER AE WITH ACUTE
{alfa/}	U+03AC	ά	GREEK SMALL LETTER ALPHA WITH TONOS
{av}	U+01CE	ǎ	LATIN SMALL LETTER A WITH CARON
{c.}	U+010B	ċ	LATIN SMALL LETTER C WITH DOT ABOVE
{c/}	U+0107	ć	LATIN SMALL LETTER C WITH ACUTE
{c^}	U+0109	ĉ	LATIN SMALL LETTER C WITH CIRCUMFLEX
{cent}	U+00A2	¢	CENT SIGN
{d*-}	U+0111	đ	LATIN SMALL LETTER D WITH STROKE
{deljeno}	U+00F7	÷	DIVISION SIGN
{doubleprime}	U+2033	″	DOUBLE PRIME
{dvojnikriz}	U+2021	‡	DOUBLE DAGGER
{e ,}	U+0119	ę	LATIN SMALL LETTER E WITH OGONEK
{e .}	U+1EB9	ẹ	LATIN SMALL LETTER E WITH DOT BELOW
{epsilon/}	U+03AD	έ	GREEK SMALL LETTER EPSILON WITH TONOS
{eta/}	U+03AE	ή	GREEK SMALL LETTER ETA WITH TONOS
{eth}	U+00F0	ð	LATIN SMALL LETTER ETH
{frank}	U+20A3	₣	FRENCH FRANC SIGN
{funt}	U+00A3	£	POUND SIGN
{g%,}	U+0123	ģ	LATIN SMALL LETTER G WITH CEDILLA
{g.}	U+0121	ġ	LATIN SMALL LETTER G WITH DOT ABOVE
{g^}	U+011D	ĝ	LATIN SMALL LETTER G WITH CIRCUMFLEX
{glej}	U+2192	→	RIGHTWARDS ARROW
{h  -}	U+0127	ħ	LATIN SMALL LETTER H WITH STROKE
{h^}	U+0125	ĥ	LATIN SMALL LETTER H WITH CIRCUMFLEX
{i %,}	U+012F	į	LATIN SMALL LETTER I WITH OGONEK
{i .}	U+1ECB	ị	LATIN SMALL LETTER I WITH DOT BELOW
{ij}	U+0133	ĳ	LATIN SMALL LIGATURE IJ
{ipsilon}	U+03C5	υ	GREEK SMALL LETTER UPSILON
{iu}	U+012D	ĭ	LATIN SMALL LETTER I WITH BREVE
{iv}	U+01D0	ǐ	LATIN SMALL LETTER I WITH CARON
{i~}	U+0129	ĩ	LATIN SMALL LETTER I WITH TILDE
{j^}	U+0135	ĵ	LATIN SMALL LETTER J WITH CIRCUMFLEX
{jen}	U+00A5	¥	YEN SIGN
{jota/}	U+03AF	ί	GREEK SMALL LETTER IOTA WITH TONOS
{jota}	U+03B9	ι	GREEK SMALL LETTER IOTA
{k ,}	U+0137	ķ	LATIN SMALL LETTER K WITH CEDILLA
{krog}	U+25CB	○	WHITE CIRCLE
{ksi}	U+03BE	ξ	GREEK SMALL LETTER XI
{kvadrat}	U+25A1	□	WHITE SQUARE
{l  .}	U+0140	ŀ	LATIN SMALL LETTER L WITH MIDDLE DOT
{l ,}	U+013C	ļ	LATIN SMALL LETTER L WITH CEDILLA
{l /}	U+0142	ł	LATIN SMALL LETTER L WITH STROKE
{ldqoute}	U+201C	“	LEFT DOUBLE QUOTATION MARK
{lira}	U+20A4	₤	LIRA SIGN
{lsquote}	U+2018	‘	LEFT SINGLE QUOTATION MARK
{n,}	U+0149	ŉ	LATIN SMALL LETTER N PRECEDED BY APOSTROPHE
{nj}	U+014B	ŋ	LATIN SMALL LETTER ENG
{not}	U+00AC	¬	NOT SIGN
{o .}	U+1ECD	ọ	LATIN SMALL LETTER O WITH DOT BELOW
{o /}	U+00F8	ø	LATIN SMALL LETTER O WITH STROKE
{o,}	U+01A1	ơ	LATIN SMALL LETTER O WITH HORN
{o/ /}	U+01FF	ǿ	LATIN SMALL LETTER O WITH STROKE AND ACUTE
{ohm}	U+2126	Ω	OHM SIGN
{omikron}	U+03BF	ο	GREEK SMALL LETTER OMICRON
{ov}	U+01D2	ǒ	LATIN SMALL LETTER O WITH CARON
{pezeta}	U+20A7	₧	PESETA SIGN
{prime}	U+2032	′	PRIME
{r ,}	U+0157	ŗ	LATIN SMALL LETTER R WITH CEDILLA
{rdquote}	U+201D	”	RIGHT DOUBLE QUOTATION MARK
{rsquote}	U+2019	’	RIGHT SINGLE QUOTATION MARK
{s^}	U+015D	ŝ	LATIN SMALL LETTER S WITH CIRCUMFLEX
{sigmafinal}	U+03C2	ς	GREEK SMALL LETTER FINAL SIGMA
{stopinja}	U+00B0	°	DEGREE SIGN
{t  -}	U+0167	ŧ	LATIN SMALL LETTER T WITH STROKE
{t %,}	U+0163	ţ	LATIN SMALL LETTER T WITH CEDILLA
{theta}	U+03B8	θ	GREEK SMALL LETTER THETA
{thorn}	U+00FE	þ	LATIN SMALL LETTER THORN
{u %,}	U+0173	ų	LATIN SMALL LETTER U WITH OGONEK
{u .}	U+1EE5	ụ	LATIN SMALL LETTER U WITH DOT BELOW
{u,}	U+01B0	ư	LATIN SMALL LETTER U WITH HORN
{uv}	U+01D4	ǔ	LATIN SMALL LETTER U WITH CARON
{u~}	U+0169	ũ	LATIN SMALL LETTER U WITH TILDE
{valuta}	U+00A4	¤	CURRENCY SIGN
{v|}	U+2193	↓	DOWNWARDS ARROW
{w/}	U+1E83	ẃ	LATIN SMALL LETTER W WITH ACUTE
{w:}	U+1E85	ẅ	LATIN SMALL LETTER W WITH DIAERESIS
{w\}	U+1E81	ẁ	LATIN SMALL LETTER W WITH GRAVE
{y .}	U+1EF5	ỵ	LATIN SMALL LETTER Y WITH DOT BELOW
{y:}	U+00FF	ÿ	LATIN SMALL LETTER Y WITH DIAERESIS
{y\}	U+1EF3	ỳ	LATIN SMALL LETTER Y WITH GRAVE
{y^}	U+0177	ŷ	LATIN SMALL LETTER Y WITH CIRCUMFLEX
{y~}	U+1EF9	ỹ	LATIN SMALL LETTER Y WITH TILDE
{z .}	U+017C	ż	LATIN SMALL LETTER Z WITH DOT ABOVE
{zeta}	U+03B6	ζ	GREEK SMALL LETTER ZETA
{~A/}	U+00C1	Á	LATIN CAPITAL LETTER A WITH ACUTE
{Ć}	U+0106	Ć	LATIN CAPITAL LETTER C WITH ACUTE
{ć}	U+0107	ć	LATIN SMALL LETTER C WITH ACUTE
{Č}	U+010C	Č	LATIN CAPITAL LETTER C WITH CARON
{č}	U+010D	č	LATIN SMALL LETTER C WITH CARON
{Đ}	U+0110	Đ	LATIN CAPITAL LETTER D WITH STROKE
{đ}	U+0111	đ	LATIN SMALL LETTER D WITH STROKE
{Š}	U+0160	Š	LATIN CAPITAL LETTER S WITH CARON
{število}	U+2116	№	NUMERO SIGN
{š}	U+0161	š	LATIN SMALL LETTER S WITH CARON
{Ž}	U+017D	Ž	LATIN CAPITAL LETTER Z WITH CARON
{ž}	U+017E	ž	LATIN SMALL LETTER Z WITH CARON
